text,sentiment
"@AmericanAir @praywinn between understaffing, what looks like a labor slowdown, weather, incompetence, and disregard for the customer...",negative
@AmericanAir all good! I'm catching the 11:10p flight tonight. Thanks for the response.,positive
@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,negative
@united @rayja9 flying to las vegas out of Chicago flight is Late Flight and no announcement has been made,negative
@JetBlue *fights air*,negative
@SouthwestAir Twitter cust svc rule 1 Dont say IF we fell short. I just told u u did! #2 If u cant solve problem don't say anything at all!,negative
@united Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx,negative
@JetBlue not an issue but I think training &amp; information would help. Great ppl but service needs to switch from individual to group better,negative
@AmericanAir Flight 2559 it's been delayed every hour since 8:55 am.,negative
"@AmericanAir Got an email about an itinerary change, but can't seem to get to anyone on phone. New flight time doesn't work for me. Help?",negative
@SouthwestAir had to Cancelled Flight my flight because my Cavalli calves was interfering with the onboard equipment.,negative
@AmericanAir how we looking? We going to be able to get out on time? #flight353,neutral
@AmericanAir HELP NEEDED ! #complaint ticketed passenger with no available seats scheduled to leave Late Flightr today,negative
@JetBlue mission accomplished: gave @paulgordonbrown  a hug http://t.co/LT1pYKfvRq,positive
@AmericanAir I'm sure they did. It's certainly chilly back East today! _��,neutral
"@united on #UA3785 tonight and told delayed due to Late Flight crew. No idea where crew coming from, your staff ++unhelpful. Any ideas?",negative
"@united how can you not know, after two hours of us sitting on the plane with no bags off loaded, the planes weight?!",negative
@JetBlue thank you. Appreciate that!!,positive
@united Bag MIA since Wednesday. Still no word where it is or if we'll ever see it again. #lostluggage #frustrated,negative
@JetBlue are there any food places open at the JFK T5 24//?,neutral
@SouthwestAir been on hold for 30 min trying to rebook my flight you Cancelled Flightled. Help?!,negative
@united I attempted to book a ticket 3 times and kept getting a 'error' message. I hope you didn't still charge me.,negative
@united GRK13575M is the file reference,negative
"@SouthwestAir I'm an A-list Preferred customer and very loyal SWA. However, your inflight wifi is no better today than it was 4 years ago.",negative
���@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP�۝ THANK YOU!  United Cares!,positive
@AmericanAir These birds could fly to South America for example #Argentina,neutral
@USAirways I tried that before using Twitter. Also gave me no helpful information. Thank you anyway,negative
@AmericanAir yes called your UK number on skype��_well worth the $.50.  i recommend others do the same.,positive
"@AmericanAir I hear #Delta is offering 2,500 miles to frequent flyers if their bags doesn't come out within 20 minutes of landing thoughts?",neutral
"@USAirways @MarciaVeronicaa she missed her uncle's funeral, and you ""hope"" they can find another flight. That's very considerate of you.",negative
".@JetBlue Wish you would make Austin, TX a hub. Missing you as my ���only�۝ airline for all my biz travel since I moved from BOS. :(",positive
@united spoke to someone on your feedback line last night who said she would get me a preferred choice seat for today...,negative
@united Yeah that didn't happen!,negative
@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus),neutral
@AmericanAir I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc...,negative
"@USAirways and at this point I don't need sorry, I need a revers agt to pick up the call so maybe we can make the 11:30 flight today",negative
"@SouthwestAir can i take my electric skateboard on a domestic flight? if so, do same policies listed on your site for regular boards apply?",neutral
@united thank you. I flew into Newark from Vail/Eagle.,positive
@VirginAmerica Just DM'd. Same issue persisting.,negative
@united well for a start it would be nice if your ticket was actually in the system when you change a flight,negative
@AmericanAir I'm on flight 1027 tomorrow that got Cancelled Flightled. Need to find an alternative to get to Dallas. Please help.,negative
@USAirways @AmericanAir how does a pilot forget log book? Been waiting on plane for 45 mins!! #AlsoNoDrinkCartComingAround,negative
@JetBlue where exactly can I leave a note,negative
@united airlines: you kidding? Bagage lost this morning from ny to Washington and still no trace? #badservice,negative
@united just changed again.  This is crazy! #YourAgentsHaveNoClue http://t.co/A37N3oHOKL,negative
@united you too!,positive
@JetBlue That is not very gracious of @jetblue to tell me where I can go BUY water or a snack when our flight is delayed over 3 hours.,negative
@united coupled with self-service policies/cost cutting exacerbates the noted issues. (3/3),negative
@usairways 2+ hr wait &amp; really bad exp @PHLAirport. luggage won't arrive w/ me Do I really have 2go back LAS airport 2 pick up when arrives?,negative
@united look at this beauty _��� dc-10 united airlines _��� Hope you like this beauty _��� http://t.co/NS1aCFqCdQ,positive
"@united your app says flight UA936 to #ZRH departed 2:45hrs Late Flight, but 5 hours Late Flightr we are still seating inside the plane in #IAD.  #failed",negative
"@USAirways @AmericanAir ""ma'am the doors close 10 mins prior to departure"" ""but I was here 20 mins before?!?"" laughter from the 2 agents",negative
@USAirways luggage and contents destroyed both on outbound trip last week&amp;inbound lastnight in philadelphia #Careless,negative
"@AmericanAir @united getting us to where we need to be. This is not acceptable. Not to mention, Cancelled Flighting meetings/interviews for my client",negative
@USAirways is the worst. I have to pay $200 just to NOT take my first flight in a round trip! Otherwise they'll Cancelled Flight my whole flight.,negative
@JetBlue why wouldn't you just credit it right to my account instead of having a separate sign on. That seems pretty ridiculous.,negative
@USAirways would have been nice to be offered in flight credit. Especially since I'm staring at empty overhead room.,negative
@AmericanAir you delayed me for 15 hours in Chicago and still managed to lose my bag! Really not happy,negative
@SouthwestAir baggage claim has already changed 2x...most recent had 3 bags come out and then stop...claim team has no idea what's going on,negative
@JetBlue I LOVE JET BLUE!,positive
@SouthwestAir So I guess you can get to the airport too early!  Need to wait 10mins to checkin. Really?,negative
@SouthwestAir do you have any flights from NAS-BWI ton March 23?,neutral
"@United the internet is a great thing.  I am emailing executives in your company, maybe they will respond to me in a timely manner.",negative
@JetBlue awe you guys are great can't wait to travel with you again soon!!!,positive
@SouthwestAir been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls? Can a human answer? #BNA,negative
@SouthwestAir SWA helps the hotel industry. I always book flights a day before I need to be somewhere as SWA consistent Cancelled Flights/delays.,negative
"@USAirways okay, great. Thank you!",positive
"@united Death in the family cannot make flight tomorrow. Phone rep quoted $440 per person fee, which is almost the cost of ticket. Help?",neutral
@SouthwestAir should offer cdn border towns incentive to fly since exchange rates are #hurt. #customerappreciation #gaincustomers #keepem2,neutral
@USAirways I miss you too. Work has taken me out of Philly. I�۪ve been on flight 1776 from BOS ���&gt; PHL so many times I should have a res. seat,positive
@JetBlue its always a pleasure ���,positive
"@USAirways rant cont... To top it all off, rescheduled flight to TPA at 10:10 is already delayed. How can they be that bad?",negative
"@USAirways Yes, ground crew finally showed up so plane could depart very Late Flight.",negative
@united Thanks for the reply. The box is not mine and I'm not missing one. It was added to my bag ....,negative
@SouthwestAir no flights to HRL :( is this a limited route?,negative
@jetblue fly 2301 delayed do to ice at JFK ... Can I switch to a Late Flightr flight for free,negative
